Antibody,Threshold,OASis Percentile,OASis Identity,Heavy V Germline,Heavy J Germline,Heavy OASis Percentile,Heavy OASis Identity,Heavy Non-human peptides,Light V Germline,Light J Germline,Light OASis Percentile,Light OASis Identity,Light Non-human peptides
10904_seq1,relaxed,0.429892561983471,0.760330578512397,IGHV3/OR16-10*02,IGHJ6*01,0.454958677685951,0.760330578512397,29,,,,,
10904_seq2,relaxed,1,1,,,,,,IGLV3-9*01,IGLJ1*01,1,1,0
10905_seq1,relaxed,0.594922330097087,0.83495145631068,,,,,,IGKV4-1*01,IGKJ2*01,0.545359223300971,0.83495145631068,17
10905_seq2,relaxed,0.587571428571429,0.830357142857143,IGHV3-66*01,IGHJ3*01,0.638214285714286,0.830357142857143,19,,,,,
10908_seq1,relaxed,0.100545454545455,0.627272727272727,IGHV1-46*01,IGHJ3*01,0.14,0.627272727272727,41,,,,,
10908_seq2,relaxed,0.523576923076923,0.798076923076923,,,,,,IGKV2-28*01,IGKJ2*01,0.442807692307692,0.798076923076923,21
10909_seq1,relaxed,1,1,,,,,,IGKV1-6*01,IGKJ1*01,1,1,0
10910_seq1,relaxed,0.362789473684211,0.745614035087719,IGHV1-46*01,IGHJ1*01,0.432719298245614,0.745614035087719,29,,,,,
10910_seq2,relaxed,0.449727272727272,0.767676767676768,,,,,,IGKV1-9*01,IGKJ2*01,0.348121212121212,0.767676767676768,23
10918_seq1,relaxed,0.592333333333334,0.833333333333333,,,,,,IGKV3-15*01,IGKJ2*03,0.540666666666667,0.833333333333333,16
10918_seq2,relaxed,0.11263963963964,0.63963963963964,IGHV3-33*01,IGHJ4*01,0.164207207207207,0.63963963963964,40,,,,,
10919_seq1,relaxed,0.348075630252101,0.739495798319328,IGHV3-66*01,IGHJ6*01,0.415638655462185,0.739495798319328,31,,,,,
10919_seq2,relaxed,0.449727272727272,0.767676767676768,,,,,,IGKV1-39*01,IGKJ1*01,0.348121212121212,0.767676767676768,23
10922_seq1,relaxed,0.351807692307692,0.740384615384615,,,,,,IGKV2-29*02,IGKJ2*01,0.264346153846154,0.740384615384615,27
10922_seq2,relaxed,0.536598130841121,0.803738317757009,IGHV1-3*01,IGHJ4*01,0.574981308411215,0.803738317757009,21,,,,,
10924_seq1,relaxed,0.638444444444444,0.858585858585859,,,,,,IGKV1-27*01,IGKJ1*01,0.591727272727273,0.858585858585859,14
10924_seq2,relaxed,0.175727272727273,0.690909090909091,IGHV7-4-1*02,IGHJ4*01,0.286,0.690909090909091,34,,,,,
10928_seq1,relaxed,0.479333333333334,0.777777777777778,IGHV3-72*01,IGHJ4*01,0.498555555555556,0.777777777777778,26,,,,,
10928_seq2,relaxed,0.873061946902655,0.946902654867257,IGHV4-39*01,IGHJ4*01,0.943637168141593,0.946902654867257,6,,,,,
10928_seq3,relaxed,0.179831683168317,0.693069306930693,,,,,,IGLV7-43*01,IGLJ3*02,0.174831683168317,0.693069306930693,31
10928_seq4,relaxed,0.979,0.98,,,,,,IGLV3-21*02,IGLJ2*01,0.79,0.98,2
10933_seq1,relaxed,0.341242990654205,0.738317757009346,IGHV1-69-2*01,IGHJ4*01,0.412457943925233,0.738317757009346,28,,,,,
10933_seq2,relaxed,0.304360824742268,0.731958762886598,,,,,,IGKV1-12*01,IGKJ4*01,0.242896907216495,0.731958762886598,26
10938_seq1,relaxed,0.840181818181818,0.939393939393939,,,,,,IGKV1-39*01,IGKJ4*01,0.727030303030303,0.939393939393939,6
10938_seq2,relaxed,0.576333333333333,0.824074074074074,IGHV3-23*01,IGHJ4*01,0.62337037037037,0.824074074074074,19,,,,,
10939_seq1,relaxed,0.372,0.75,,,,,,IGKV2-28*01,IGKJ2*01,0.298,0.75,26
10939_seq2,relaxed,0.220079646017699,0.707964601769911,IGHV2-5*01,IGHJ4*01,0.322725663716814,0.707964601769911,33,,,,,
10940_seq1,relaxed,0.372,0.75,,,,,,IGKV2-28*01,IGKJ2*01,0.298,0.75,26
10940_seq2,relaxed,0.220079646017699,0.707964601769911,IGHV2-5*01,IGHJ4*01,0.322725663716814,0.707964601769911,33,,,,,
10945_seq1,relaxed,1,1,,,,,,IGKV1-6*01,IGKJ1*01,1,1,0
10945_seq2,relaxed,0.705607142857143,0.883928571428571,IGHV4-59*02,IGHJ4*01,0.778035714285714,0.883928571428571,13,,,,,
10953_seq1,relaxed,0.523353535353536,0.797979797979798,,,,,,IGKV1-6*01,IGKJ1*01,0.442545454545455,0.797979797979798,20
10953_seq2,relaxed,0.288966101694915,0.728813559322034,IGHV2-70*01,IGHJ2*01,0.387271186440678,0.728813559322034,32,,,,,
10954_seq1,relaxed,0.0102380952380952,0.438095238095238,IGHV1-46*01,IGHJ4*01,0.0384285714285714,0.438095238095238,59,,,,,
10954_seq2,relaxed,0.487809523809524,0.780952380952381,,,,,,IGKV2-30*02,IGKJ2*01,0.383904761904762,0.780952380952381,23
10956_seq1,relaxed,0.597461538461539,0.836538461538462,,,,,,IGKV1-33*01,IGKJ1*01,0.549961538461539,0.836538461538462,17
10956_seq2,relaxed,0.5555,0.8125,IGHV1-46*01,IGHJ2*01,0.59225,0.8125,21,,,,,
10957_seq1,relaxed,0.159145631067961,0.679611650485437,,,,,,IGKV7-3*01,IGKJ2*01,0.146456310679612,0.679611650485437,33
10957_seq2,relaxed,0.257803738317757,0.719626168224299,IGHV3-71*01,IGHJ4*01,0.365504672897196,0.719626168224299,30,,,,,
10959_seq1,relaxed,0.151037037037037,0.675925925925926,IGHV4-30-4*01,IGHJ4*01,0.239777777777778,0.675925925925926,35,,,,,
10959_seq2,relaxed,0.0912121212121212,0.606060606060606,,,,,,IGKV1-12*01,IGKJ1*01,0.0774848484848485,0.606060606060606,39
10960_seq1,relaxed,0.151037037037037,0.675925925925926,IGHV4-30-4*01,IGHJ4*01,0.239777777777778,0.675925925925926,35,,,,,
10960_seq2,relaxed,0.0912121212121212,0.606060606060606,,,,,,IGKV1-12*01,IGKJ1*01,0.0774848484848485,0.606060606060606,39
10961_seq1,relaxed,0.372,0.75,,,,,,IGKV3D-20*01,IGKJ2*01,0.298,0.75,25
10961_seq2,relaxed,0.133434782608696,0.660869565217391,IGHV1-69*01,IGHJ1*01,0.192782608695652,0.660869565217391,39,,,,,
10962_seq1,relaxed,0.372,0.75,,,,,,IGKV3D-20*01,IGKJ2*01,0.298,0.75,25
10962_seq2,relaxed,0.133434782608696,0.660869565217391,IGHV1-69*01,IGHJ1*01,0.192782608695652,0.660869565217391,39,,,,,
10973_seq1,relaxed,0.159145631067961,0.679611650485437,,,,,,IGKV1-39*01,IGKJ1*01,0.146456310679612,0.679611650485437,33
10973_seq2,relaxed,0.901814814814815,0.953703703703704,IGHV3-48*01,IGHJ4*01,0.96237037037037,0.953703703703704,5,,,,,
10974_seq1,relaxed,0.012,0.450450450450451,IGHV4-4*08,IGHJ4*01,0.0475405405405405,0.450450450450451,61,,,,,
10974_seq2,relaxed,0.0415252525252525,0.505050505050505,,,,,,IGKV6-21*02,IGKJ2*01,0.033030303030303,0.505050505050505,49
10975_seq1,relaxed,1,1,,,,,,IGKV1D-16*01,IGKJ1*01,1,1,0
10975_seq2,relaxed,0.659592920353982,0.867256637168142,IGHV3-7*01,IGHJ1*01,0.748141592920354,0.867256637168142,15,,,,,
10988_seq1,relaxed,0.0357741935483871,0.491935483870968,IGHV4-4*08,IGHJ6*01,0.0689677419354839,0.491935483870968,63,,,,,
10988_seq2,relaxed,0.004,0.391752577319588,,,,,,IGLV3-21*01,IGLJ3*02,0.0095257731958763,0.391752577319588,59
10989_seq1,relaxed,0.822,0.933333333333333,IGHV3-33*01,IGHJ6*01,0.911666666666667,0.933333333333333,8,,,,,
10989_seq2,relaxed,1,1,,,,,,IGKV1-17*01,IGKJ4*01,1,1,0
10990_seq1,relaxed,0.663454545454546,0.868686868686869,,,,,,IGKV1-33*01,IGKJ4*01,0.619060606060606,0.868686868686869,13
10990_seq2,relaxed,0.133434782608696,0.660869565217391,IGHV2-5*08,IGHJ4*01,0.192782608695652,0.660869565217391,39,,,,,
10993_seq1,relaxed,1,1,,,,,,IGKV3-15*01,IGKJ1*01,1,1,0
10993_seq2,relaxed,0.896523809523809,0.952380952380952,IGHV3-33*01,IGHJ4*01,0.958666666666666,0.952380952380952,5,,,,,
10994_seq1,relaxed,0.831090909090909,0.936363636363636,IGHV3-21*01,IGHJ3*02,0.917727272727273,0.936363636363636,7,,,,,
10994_seq2,relaxed,1,1,,,,,,IGKV3-20*01,IGKJ1*01,1,1,0
10995_seq1,relaxed,0.464181818181818,0.772727272727273,IGHV5-51*01,IGHJ4*01,0.488454545454545,0.772727272727273,25,,,,,
10995_seq2,relaxed,0.778115384615385,0.913461538461538,,,,,,IGKV2D-29*02,IGKJ1*01,0.692538461538461,0.913461538461538,9
10996_seq1,relaxed,0.927910891089109,0.96039603960396,,,,,,IGLV1-47*02,IGLJ2*01,0.764554455445545,0.96039603960396,4
10996_seq2,relaxed,0.229380165289256,0.710743801652893,IGHV3-23*01,IGHJ6*01,0.32997520661157,0.710743801652893,35,,,,,
10997_seq1,relaxed,0.130423423423424,0.657657657657658,IGHV3-23*04,IGHJ4*01,0.185783783783784,0.657657657657658,38,,,,,
10997_seq2,relaxed,0.36669696969697,0.747474747474748,,,,,,IGKV1-33*01,IGKJ1*01,0.289161616161616,0.747474747474748,25
10999_seq1,relaxed,0.619,0.846153846153846,,,,,,IGKV2-28*01,IGKJ2*01,0.574769230769231,0.846153846153846,16
10999_seq2,relaxed,0.523779816513761,0.798165137614679,IGHV1-3*01,IGHJ4*01,0.561110091743119,0.798165137614679,22,,,,,
11005_seq1,relaxed,0.625060606060606,0.848484848484848,,,,,,IGKV1-33*01,IGKJ1*01,0.580363636363636,0.848484848484848,15
11005_seq2,relaxed,0.195905982905983,0.700854700854701,IGHV7-4-1*02,IGHJ6*01,0.307794871794872,0.700854700854701,35,,,,,
11011_seq1,relaxed,0.223909090909091,0.709090909090909,IGHV1-46*01,IGHJ3*01,0.325090909090909,0.709090909090909,32,,,,,
11011_seq2,relaxed,0.498174757281553,0.786407766990291,,,,,,IGKV4-1*01,IGKJ2*01,0.406271844660194,0.786407766990291,22
11020_seq1,relaxed,0.358061946902655,0.743362831858407,IGHV1-3*01,IGHJ2*01,0.42641592920354,0.743362831858407,29,,,,,
11020_seq2,relaxed,0.401081632653061,0.755102040816326,,,,,,IGKV1-39*01,IGKJ4*01,0.31534693877551,0.755102040816326,24
11021_seq1,relaxed,0.567285714285714,0.819047619047619,,,,,,IGKV4-1*01,IGKJ2*01,0.494333333333333,0.819047619047619,19
11021_seq2,relaxed,0.0495,0.517857142857143,IGHV1-46*01,IGHJ1*01,0.0809285714285715,0.517857142857143,54,,,,,
11022_seq1,relaxed,0.581461538461539,0.826923076923077,,,,,,IGKV4-1*01,IGKJ1*01,0.520538461538462,0.826923076923077,18
11022_seq2,relaxed,0.523964912280702,0.798245614035088,IGHV3-48*03,IGHJ4*01,0.561456140350878,0.798245614035088,23,,,,,
11023_seq1,relaxed,0.432963302752293,0.761467889908257,IGHV1-69*02,IGHJ4*01,0.458256880733945,0.761467889908257,26,,,,,
11023_seq2,relaxed,0.695,0.88,,,,,,IGKV3-11*01,IGKJ1*01,0.639,0.88,12
11024_seq1,relaxed,0.523779816513761,0.798165137614679,IGHV3-23*03,IGHJ4*01,0.561110091743119,0.798165137614679,22,,,,,
11024_seq2,relaxed,0.707461538461538,0.884615384615385,,,,,,IGKV2-29*02,IGKJ1*01,0.649153846153846,0.884615384615385,12
11027_seq1,relaxed,0.119352941176471,0.647058823529412,,,,,,IGLV1-40*01,IGLJ2*01,0.110764705882353,0.647058823529412,36
11027_seq2,relaxed,0.516205128205128,0.794871794871795,IGHV3-NL1*01,IGHJ4*01,0.546948717948718,0.794871794871795,24,,,,,
11028_seq1,relaxed,0.223909090909091,0.709090909090909,IGHV3-74*01,IGHJ4*01,0.325090909090909,0.709090909090909,32,,,,,
11028_seq2,relaxed,0.217040404040404,0.707070707070707,,,,,,IGKV1-27*01,IGKJ2*01,0.200727272727273,0.707070707070707,29
11030_seq1,relaxed,0.732410256410256,0.897435897435897,IGHV3-33*01,IGHJ4*01,0.813564102564103,0.897435897435897,12,,,,,
11030_seq2,relaxed,0.90681981981982,0.954954954954955,IGHV1-18*01,IGHJ4*01,0.965873873873874,0.954954954954955,5,,,,,
11030_seq3,relaxed,0.94930303030303,0.96969696969697,,,,,,IGKV1-13*02,IGKJ4*01,0.777575757575758,0.96969696969697,3
11030_seq4,relaxed,0.978414141414141,0.97979797979798,,,,,,IGKV1-12*01,IGKJ5*01,0.789757575757576,0.97979797979798,2
11032_seq1,relaxed,0.842,0.94,,,,,,IGKV1-39*01,IGKJ2*01,0.728,0.94,6
11032_seq2,relaxed,0.901814814814815,0.953703703703704,IGHV3-33*01,IGHJ4*01,0.96237037037037,0.953703703703704,5,,,,,
11033_seq1,relaxed,0.935363636363636,0.963636363636364,IGHV3-13*01,IGHJ4*01,0.982545454545454,0.963636363636364,4,,,,,
11033_seq2,relaxed,1,1,,,,,,IGKV4-1*01,IGKJ4*01,1,1,0
11034_seq1,relaxed,0.699909090909091,0.881818181818182,IGHV3-23*04,IGHJ3*02,0.773181818181818,0.881818181818182,13,,,,,
11034_seq2,relaxed,1,1,,,,,,IGKV1-39*01,IGKJ5*01,1,1,0
11035_seq1,relaxed,0.723058823529412,0.890756302521008,IGHV3-9*01,IGHJ6*01,0.794193277310925,0.890756302521008,13,,,,,
11035_seq2,relaxed,0.839391304347826,0.939130434782609,IGHV3-9*01,IGHJ6*01,0.923260869565218,0.939130434782609,7,,,,,
11035_seq3,relaxed,0.94930303030303,0.96969696969697,,,,,,IGKV3-15*01,IGKJ4*01,0.777575757575758,0.96969696969697,3
11038_seq1,relaxed,0.500969696969697,0.787878787878788,,,,,,IGKV1/OR2-108*01,IGKJ4*01,0.41230303030303,0.787878787878788,21
11038_seq2,relaxed,0.113315789473684,0.640350877192982,IGHV1-46*01,IGHJ2*01,0.165245614035088,0.640350877192982,41,,,,,
11039_seq1,relaxed,0.546585858585858,0.808080808080808,,,,,,IGKV1-33*01,IGKJ1*01,0.464969696969697,0.808080808080808,19
11039_seq2,relaxed,0.523779816513761,0.798165137614679,IGHV1-69*02,IGHJ4*01,0.561110091743119,0.798165137614679,22,,,,,
11040_seq1,relaxed,0.136333333333333,0.666666666666667,IGHV1-46*01,IGHJ4*01,0.211333333333333,0.666666666666667,37,,,,,
11040_seq2,relaxed,0.335767676767676,0.737373737373737,,,,,,IGKV1-NL1*01,IGKJ4*01,0.256434343434343,0.737373737373737,26
11041_seq1,relaxed,0.459559322033898,0.771186440677966,IGHV4-59*11,IGHJ3*02,0.485372881355932,0.771186440677966,27,,,,,
11041_seq2,relaxed,1,1,,,,,,IGKV3-20*01,IGKJ1*01,1,1,0
11043_seq1,relaxed,0.357,0.742857142857143,IGHV3-15*01,IGHJ4*01,0.425,0.742857142857143,27,,,,,
11043_seq2,relaxed,0.259,0.72,,,,,,IGLV3-25*02,IGLJ2*01,0.22,0.72,28
11044_seq1,relaxed,0.133097087378641,0.660194174757282,,,,,,IGKV3-20*01,IGKJ1*01,0.126135922330097,0.660194174757282,35
11044_seq2,relaxed,0.253181818181818,0.718181818181818,IGHV1-3*01,IGHJ4*01,0.359727272727272,0.718181818181818,31,,,,,
11046_seq1,relaxed,0.498174757281553,0.786407766990291,,,,,,IGKV2-29*02,IGKJ2*01,0.406271844660194,0.786407766990291,22
11046_seq2,relaxed,0.570358490566038,0.820754716981132,IGHV3-72*01,IGHJ4*01,0.615735849056604,0.820754716981132,19,,,,,
11048_seq1,relaxed,0.341242990654205,0.738317757009346,IGHV1-69-2*01,IGHJ4*01,0.412457943925233,0.738317757009346,28,,,,,
11048_seq2,relaxed,0.304360824742268,0.731958762886598,,,,,,IGKV1-12*01,IGKJ4*01,0.242896907216495,0.731958762886598,26
11050_seq1,relaxed,0.297461538461538,0.730769230769231,,,,,,IGKV3-20*01,IGKJ4*01,0.239923076923077,0.730769230769231,28
11050_seq2,relaxed,0.205592592592592,0.703703703703704,IGHV5-51*01,IGHJ4*01,0.313777777777778,0.703703703703704,32,,,,,
11055_seq1,relaxed,0.935363636363636,0.963636363636364,IGHV3-48*02,IGHJ4*01,0.982545454545454,0.963636363636364,4,,,,,
11055_seq2,relaxed,1,1,,,,,,IGKV1D-16*01,IGKJ4*01,1,1,0
11056_seq1,relaxed,0.15833962264151,0.679245283018868,IGHV1-69-2*01,IGHJ4*01,0.249735849056604,0.679245283018868,34,,,,,
11056_seq2,relaxed,0.426807692307692,0.759615384615385,,,,,,IGKV2D-29*02,IGKJ4*01,0.330692307692307,0.759615384615385,25
11061_seq1,relaxed,0.977816326530612,0.979591836734694,,,,,,IGKV3-11*01,IGKJ4*01,0.789510204081633,0.979591836734694,2
11061_seq2,relaxed,0.698661016949152,0.88135593220339,IGHV4-39*01,IGHJ5*02,0.772118644067796,0.88135593220339,14,,,,,
11063_seq1,relaxed,0.565727272727273,0.818181818181818,,,,,,IGKV3-15*01,IGKJ2*01,0.491909090909091,0.818181818181818,18
11063_seq2,relaxed,0.0853636363636364,0.581818181818182,IGHV1-3*01,IGHJ4*01,0.0975454545454545,0.581818181818182,46,,,,,
11064_seq1,relaxed,0.627849557522124,0.849557522123894,IGHV4-39*02,IGHJ4*01,0.70158407079646,0.849557522123894,17,,,,,
11064_seq2,relaxed,1,1,,,,,,IGLV3-21*02,IGLJ2*01,1,1,0
11067_seq1,relaxed,0.727327433628319,0.893805309734513,IGHV5-51*01,IGHJ6*01,0.803035398230088,0.893805309734513,12,,,,,
11067_seq2,relaxed,1,1,,,,,,IGKV1-33*01,IGKJ4*01,1,1,0
11074_seq1,relaxed,0.479333333333334,0.777777777777778,,,,,,IGLV3-1*01,IGLJ2*01,0.374,0.777777777777778,22
11074_seq2,relaxed,0.601857142857143,0.839285714285714,IGHV3-23*04,IGHJ4*01,0.668571428571429,0.839285714285714,18,,,,,
11078_seq1,relaxed,0.786947368421053,0.921052631578947,IGHV3-9*01,IGHJ6*01,0.880842105263158,0.921052631578947,9,,,,,
11078_seq2,relaxed,0.0801782178217822,0.564356435643564,,,,,,IGLV8-61*01,IGLJ3*02,0.0594356435643564,0.564356435643564,44
11078_seq3,relaxed,0.479333333333334,0.777777777777778,IGHV3-72*01,IGHJ4*01,0.498555555555556,0.777777777777778,26,,,,,
11078_seq4,relaxed,1,1,,,,,,IGKV3-11*01,IGKJ5*01,1,1,0
11081_seq1,relaxed,1,1,,,,,,IGKV3-20*01,IGKJ2*01,1,1,0
11081_seq2,relaxed,0.645586206896551,0.862068965517241,IGHV3-13*01,IGHJ3*02,0.735172413793103,0.862068965517241,16,,,,,
11089_seq1,relaxed,0.352555555555556,0.740740740740741,IGHV1-3*01,IGHJ4*01,0.419074074074074,0.740740740740741,28,,,,,
11089_seq2,relaxed,0.286728155339806,0.728155339805825,,,,,,IGKV1-39*01,IGKJ1*01,0.234679611650485,0.728155339805825,28
11091_seq1,relaxed,1,1,,,,,,IGKV1-9*01,IGKJ3*01,1,1,0
11091_seq2,relaxed,0.705607142857143,0.883928571428571,IGHV1-46*01,IGHJ4*01,0.778035714285714,0.883928571428571,13,,,,,
11093_seq1,relaxed,0.864293577981651,0.944954128440367,IGHV4-34*01,IGHJ2*01,0.938376146788991,0.944954128440367,6,,,,,
11093_seq2,relaxed,1,1,,,,,,IGKV4-1*01,IGKJ1*01,1,1,0
11094_seq1,relaxed,0.1705,0.6875,IGHV3-66*01,IGHJ4*01,0.276,0.6875,35,,,,,
11094_seq2,relaxed,0.583909090909091,0.828282828282828,,,,,,IGKV1-39*01,IGKJ1*01,0.525161616161616,0.828282828282828,17
11095_seq1,relaxed,0.191155339805825,0.699029126213592,,,,,,IGKV3-11*01,IGKJ4*01,0.186155339805825,0.699029126213592,31
11095_seq2,relaxed,0.410513513513514,0.756756756756757,IGHV1-46*01,IGHJ4*01,0.451081081081081,0.756756756756757,27,,,,,
11107_seq1,relaxed,0.820076923076923,0.932692307692308,,,,,,IGLV6-57*03,IGLJ2*01,0.716307692307692,0.932692307692308,7
11107_seq2,relaxed,0.601857142857143,0.839285714285714,IGHV1-69*01,IGHJ4*01,0.668571428571429,0.839285714285714,18,,,,,
11111_seq1,relaxed,0.677601941747573,0.87378640776699,,,,,,IGLV2-14*01,IGLJ2*01,0.629058252427184,0.87378640776699,13
11111_seq2,relaxed,0.656392857142857,0.866071428571429,IGHV5-51*01,IGHJ4*01,0.745178571428572,0.866071428571429,15,,,,,
11116_seq1,relaxed,0.829339449541284,0.935779816513761,IGHV3-23*01,IGHJ4*01,0.916559633027523,0.935779816513761,7,,,,,
11116_seq2,relaxed,0.587,0.83,,,,,,IGKV3-20*01,IGKJ1*01,0.531,0.83,17
11116_seq3,relaxed,0.829339449541284,0.935779816513761,IGHV3-23*01,IGHJ4*01,0.916559633027523,0.935779816513761,7,,,,,
11122_seq1,relaxed,0.545692307692308,0.807692307692308,,,,,,IGKV1-39*01,IGKJ1*01,0.464153846153846,0.807692307692308,20
11122_seq2,relaxed,0.117909090909091,0.645454545454546,IGHV3-66*01,IGHJ4*01,0.168818181818182,0.645454545454546,39,,,,,
11125_seq1,relaxed,0.768201834862385,0.908256880733945,IGHV3-23*04,IGHJ4*01,0.843293577981651,0.908256880733945,10,,,,,
11125_seq2,relaxed,0.320224489795919,0.73469387755102,,,,,,IGLV3-1*01,IGLJ2*01,0.249734693877551,0.73469387755102,26
11133_seq1,relaxed,0.523964912280702,0.798245614035088,IGHV3-20*01,IGHJ5*01,0.561456140350878,0.798245614035088,23,,,,,
11133_seq2,relaxed,0.361705882352941,0.745098039215686,,,,,,IGLV8-61*01,IGLJ2*01,0.280843137254902,0.745098039215686,26
11135_seq1,relaxed,0.489454545454545,0.781818181818182,IGHV2-70*01,IGHJ4*01,0.507181818181818,0.781818181818182,24,,,,,
11135_seq2,relaxed,0.565727272727273,0.818181818181818,,,,,,IGKV1-9*01,IGKJ4*01,0.491909090909091,0.818181818181818,18
11136_seq1,relaxed,1,1,,,,,,IGKV1-39*01,IGKJ1*01,1,1,0
11136_seq2,relaxed,0.636857142857143,0.857142857142857,IGHV7-4-1*01,IGHJ4*01,0.722285714285714,0.857142857142857,17,,,,,
11136_seq3,relaxed,0.636857142857143,0.857142857142857,IGHV7-4-1*02,IGHJ4*01,0.722285714285714,0.857142857142857,16,,,,,
11141_seq1,relaxed,0.804363636363636,0.927272727272727,IGHV3-30*01,IGHJ4*01,0.897636363636364,0.927272727272727,8,,,,,
11141_seq2,relaxed,1,1,,,,,,IGKV3-20*01,IGKJ1*01,1,1,0
11143_seq1,relaxed,0.782530612244898,0.918367346938775,,,,,,IGKV1-5*03,IGKJ2*03,0.700387755102041,0.918367346938775,8
11143_seq2,relaxed,0.450214285714286,0.767857142857143,IGHV3-66*01,IGHJ2*01,0.476785714285714,0.767857142857143,26,,,,,
11145_seq1,relaxed,0.150486486486486,0.675675675675676,IGHV1-69*02,IGHJ4*01,0.239027027027027,0.675675675675676,36,,,,,
11145_seq2,relaxed,0.479333333333334,0.777777777777778,IGHV3-23*03,IGHJ4*01,0.498555555555556,0.777777777777778,26,,,,,
11145_seq3,relaxed,0.351807692307692,0.740384615384615,,,,,,IGKV2-28*01,IGKJ4*01,0.264346153846154,0.740384615384615,27
11146_seq1,relaxed,0.499370370370371,0.787037037037037,IGHV4-38-2*01,IGHJ4*01,0.519185185185185,0.787037037037037,23,,,,,
11146_seq2,relaxed,0.0932323232323232,0.616161616161616,,,,,,IGKV1-16*01,IGKJ2*01,0.0879292929292929,0.616161616161616,38
11147_seq1,relaxed,0.499370370370371,0.787037037037037,IGHV4-38-2*01,IGHJ4*01,0.519185185185185,0.787037037037037,23,,,,,
11147_seq2,relaxed,0.0932323232323232,0.616161616161616,,,,,,IGKV1-16*01,IGKJ2*01,0.0879292929292929,0.616161616161616,38
11148_seq1,relaxed,0.500969696969697,0.787878787878788,,,,,,IGKV1-NL1*01,IGKJ4*01,0.41230303030303,0.787878787878788,21
11148_seq2,relaxed,0.519481481481482,0.796296296296296,IGHV1-46*01,IGHJ4*01,0.553074074074074,0.796296296296296,22,,,,,
11159_seq1,relaxed,0.528,0.8,IGHV3-23*01,IGHJ1*01,0.569,0.8,23,,,,,
11159_seq2,relaxed,1,1,,,,,,IGLV1-47*01,IGLJ2*01,1,1,0
11161_seq1,relaxed,0.432963302752293,0.761467889908257,IGHV1-46*01,IGHJ4*01,0.458256880733945,0.761467889908257,26,,,,,
11161_seq2,relaxed,0.183952380952381,0.695238095238095,,,,,,IGKV4-1*01,IGKJ4*01,0.178952380952381,0.695238095238095,32
11173_seq1,relaxed,0.500969696969697,0.787878787878788,,,,,,IGKV1-17*02,IGKJ2*01,0.41230303030303,0.787878787878788,21
11173_seq2,relaxed,0.479333333333334,0.777777777777778,IGHV3-72*01,IGHJ4*01,0.498555555555556,0.777777777777778,26,,,,,
11173_seq3,relaxed,0.617181818181818,0.845454545454545,IGHV1-18*01,IGHJ4*01,0.688454545454546,0.845454545454545,17,,,,,
11173_seq4,relaxed,0.179831683168317,0.693069306930693,,,,,,IGLV7-43*01,IGLJ3*02,0.174831683168317,0.693069306930693,31
11174_seq1,relaxed,0.634,0.854545454545455,IGHV2-26*01,IGHJ4*01,0.715272727272727,0.854545454545455,16,,,,,
11174_seq2,relaxed,0.923734693877551,0.959183673469388,,,,,,IGLV3-1*01,IGLJ2*01,0.762938775510204,0.959183673469388,4
11176_seq1,relaxed,0.719,0.888888888888889,IGHV3-11*01,IGHJ4*01,0.789444444444444,0.888888888888889,12,,,,,
11176_seq2,relaxed,0.500969696969697,0.787878787878788,,,,,,IGKV1-39*01,IGKJ1*01,0.41230303030303,0.787878787878788,21
11178_seq1,relaxed,0.249949494949495,0.717171717171717,,,,,,IGKV1-27*01,IGKJ5*01,0.216040404040404,0.717171717171717,28
11178_seq2,relaxed,0.584891891891892,0.828828828828829,IGHV1-69*02,IGHJ2*01,0.634306306306306,0.828828828828829,19,,,,,
11179_seq1,relaxed,0.413504854368932,0.757281553398058,,,,,,IGKV2D-29*01,IGKJ4*01,0.322757281553398,0.757281553398058,25
11179_seq2,relaxed,0.181018018018018,0.693693693693694,IGHV1-58*01,IGHJ3*01,0.292126126126126,0.693693693693694,34,,,,,
11182_seq1,relaxed,1,1,,,,,,IGKV3-11*01,IGKJ4*01,1,1,0
11182_seq2,relaxed,0.777739130434783,0.91304347826087,IGHV3-33*01,IGHJ6*01,0.857130434782609,0.91304347826087,10,,,,,
11185_seq1,relaxed,0.877217391304348,0.947826086956522,IGHV1-69*06,IGHJ6*01,0.946130434782609,0.947826086956522,6,,,,,
11185_seq2,relaxed,1,1,,,,,,IGLV1-44*01,IGLJ2*01,1,1,0
11188_seq1,relaxed,0.0876699029126213,0.592233009708738,IGHV4-4*08,IGHJ4*01,0.101339805825243,0.592233009708738,42,,,,,
11188_seq2,relaxed,0.562387755102041,0.816326530612245,,,,,,IGKV1-33*01,IGKJ1*01,0.486714285714286,0.816326530612245,18
11192_seq1,relaxed,0.681,0.875,,,,,,IGKV2-30*01,IGKJ2*01,0.631,0.875,13
11192_seq2,relaxed,0.0883783783783784,0.594594594594595,IGHV1-2*06,IGHJ4*01,0.102756756756757,0.594594594594595,45,,,,,
11194_seq1,relaxed,0.645586206896551,0.862068965517241,IGHV3-48*01,IGHJ6*01,0.735172413793103,0.862068965517241,16,,,,,
11194_seq2,relaxed,0.727923076923077,0.894230769230769,,,,,,IGKV2-30*02,IGKJ2*01,0.665230769230769,0.894230769230769,11
11198_seq1,relaxed,0.0111441441441441,0.441441441441441,IGHV4-59*11,IGHJ4*01,0.0401531531531531,0.441441441441441,62,,,,,
